slug,displayName,aliases,clientDescription,clientInstructions,clientMistakes,clientBenefits,defaultCue,primaryMuscles,secondaryMuscles,equipment,movementPattern,difficulty,posterFile,videoFile,sourceName,contentStatus,reviewFlags
inverted-row,Inverted Row,,A bodyweight horizontal row pulled from under a fixed bar.,"Set a barbell in a rack at about hip height or use a sturdy fixed bar at the same level. | Lie on your back under the bar and grip it with hands slightly wider than shoulder-width, palms facing forward. | Walk your feet out and lift your hips so your body forms a straight line from your heels to your head. | Pull your chest up to the bar by driving your elbows down and back, keeping your core braced. | Touch the bar with your chest and hold for a count, squeezing your shoulder blades together at the top. | Lower yourself slowly back to a full-arm hang over 2 to 3 seconds, then start the next rep.","Letting the hips sag, which removes the core from the lift and reduces the working range. | Pulling with the arms only and not squeezing the shoulder blades back, leaving the back out. | Cutting the range short by stopping before the chest touches the bar. | Dropping fast on the way down instead of controlling the descent, where most of the back work lives.","Builds horizontal pulling strength as a foundation for the pull-up. | Develops the mid-back, lats, and biceps with bodyweight only. | Improves shoulder control by balancing out pressing work.",Keep your ribs controlled and lead the movement with your elbows.,Trapezius | Back,Biceps,Bodyweight,Pull,beginner,posters/inverted-row.webp,inverted-row.mp4,Inverted Row,draft_requires_human_review,absolute_or_safety_claim | posture_or_correction_claim
jump-squats,Jump Squats,,An explosive bodyweight squat-and-jump that builds lower-body power.,"Stand with your feet shoulder-width apart and your arms relaxed at your sides. | Drop quickly into a quarter to half squat by bending your knees and pushing your hips back. | Swing your arms back as you lower to load momentum for the jump. | Explode upward by extending the hips, knees, and ankles all at once, throwing your arms up overhead. | Land softly with bent knees and immediately absorb back into the squat position to cushion the impact. | Reset for half a second at the bottom and launch into the next rep with the same explosive intent.","Landing with locked-out, straight legs, which slams force through the knees and ankles. | Squatting too deep before the jump, which kills the spring and slows down the movement. | Letting the knees cave inward on landing, which can increase stress around the knee and shifts work off the glutes. | Slumping the chest forward at the bottom, which makes the launch weak and stresses the lower back.",Builds explosive lower-body power for sport and athletic performance. | Drives heart rate up fast for conditioning and fat loss. | Improves landing mechanics and joint resilience under impact.,"Land quietly, regain control, and stop the set if your technique changes.",Glutes | Quadriceps,,Bodyweight,Plyometric,beginner,posters/jump-squats.webp,jump-squats.mp4,Jump Squats,draft_requires_human_review,
kettlebell-alternating-curtsy-lunge,Kettlebell Alternating Curtsy Lunge,Alternating Curtsy Lunge,A loaded crossover lunge that targets the glute medius and inner-leg stabilizers.,"Hold a kettlebell at chest height in a goblet grip with both hands cupping the horns. | Stand tall with your feet hip-width apart and your core braced. | Step one foot diagonally back and across behind your front leg, like you're starting a curtsy. | Lower your back knee toward the floor by bending both legs, keeping the front knee tracking over the front foot. | Drive through the heel of your front foot to push back up to the start, returning the back leg to neutral. | Alternate sides each rep, keeping your torso upright and the kettlebell tight to your chest throughout.","Letting the front knee cave inward on the descent, which can increase stress around the knee and removes glute work. | Crossing the back leg too far behind, which forces the hips to rotate and breaks the stable stance. | Leaning the torso forward over the front leg, loading the lower back instead of the glutes. | Letting the kettlebell drop away from the chest, which destabilizes the upper body and shortens the rep.",Targets the glute medius for hip shape and lateral stability. | Builds single-leg strength with a heavy crossover challenge. | Improves balance and hip control under load.,"Stay tall, control the step, and keep the front knee tracking with the toes.",Glutes,Quadriceps,Kettlebell,Lunge,intermediate,posters/kettlebell-alternating-curtsy-lunge.webp,kettlebell-alternating-curtsy-lunge.mp4,Kettlebell Alternating Curtsy Lunge,draft_requires_human_review,medical_or_rehab_claim
kettlebell-assisted-bulgarian-split-squat,Kettlebell Assisted Bulgarian Split Squat,Assisted Bulgarian Split Squat,A Bulgarian split squat performed with a kettlebell as a counterweight.,Stand a few feet in front of a bench and place the top of one foot back on the bench behind you. | Hold a light kettlebell at chest height with both hands cupping the horns in a goblet grip. | Brace your core and check that your front foot is far enough forward for the knee to bend cleanly. | Lower straight down by bending both legs until your back knee almost touches the floor. | Keep the kettlebell tight to your chest and your torso upright through the full descent. | Drive through the front heel to stand back up to the starting position and reset for the next rep.,"Placing the front foot too close to the bench, which forces the knee to push past the toes uncomfortably. | Letting the front knee cave in at the bottom, which can increase stress around the knee and shifts work off the glute. | Leaning forward over the front leg, loading the lower back instead of the working leg. | Pushing off the back foot for help, which removes the single-leg challenge from the rep.",Builds single-leg glute and quad strength with manageable balance demands. | Bridges the gap between split squats and full-load Bulgarian split squats. | Improves hip mobility and stability through a deep range.,"Stay tall, control the step, and keep the front knee tracking with the toes.",Glutes | Quadriceps,,Kettlebell,Lunge,beginner,posters/kettlebell-assisted-bulgarian-split-squat.webp,kettlebell-assisted-bulgarian-split-squat.mp4,Kettlebell Assisted Bulgarian Split Squat,draft_requires_human_review,medical_or_rehab_claim
kettlebell-bench-press,Kettlebell Bench Press,Bench Press,A flat-bench press performed with kettlebells.,"Sit on a flat bench with two kettlebells resting on your thighs, gripping the handles with palms facing in. | Lie back on the bench while using your knees to kick the kettlebells up to a racked position at your shoulders. | Set your back with your shoulder blades pulled down and squeezed together against the bench. | Press both kettlebells straight up to full arm extension, rotating the palms slightly inward at the top. | Lower the kettlebells slowly back to the racked position with the bells resting against your forearms. | Pause briefly at the bottom, then press back up explosively for the next rep.","Letting the bells dangle off the wrists, which can increase stress on the wrist joints and shortens the working range. | Pressing the kettlebells out of sync, which creates side-to-side wobble and reduces total load tolerance. | Losing the shoulder-blade squeeze mid-rep, causing the shoulders to roll forward under load. | Flaring the elbows wide to 90 degrees, which can increase stress at the front of the shoulder and removes the chest from the lift.","Builds horizontal pressing strength with a real stability demand. | Develops the chest, triceps, and front shoulders together. | Strengthens the rotator cuff for healthier overhead and pressing work.","Set your shoulders, brace your trunk, and press through a controlled path.",Chest,Triceps,Kettlebell,Push,beginner,posters/kettlebell-bench-press.webp,kettlebell-bench-press.mp4,Kettlebell Bench Press,draft_requires_human_review,
kettlebell-calf-raise,Kettlebell Calf Raise,Calf Raise,A standing calf raise loaded with a kettlebell.,"Stand tall with your feet hip-width apart, holding a kettlebell at your side or in front at chest height. | Place the balls of your feet on a small step or platform with your heels hanging just off the edge. | Brace your core and keep your knees soft but straight throughout the entire rep. | Press up onto the balls of your feet by squeezing your calves and lifting your heels as high as possible. | Pause for a count at the top with the calves fully contracted and your weight balanced. | Lower your heels slowly below the platform over 2 to 3 seconds for a deep stretch, then drive back up.","Bouncing through the bottom of each rep, which uses tendon recoil instead of working the calf muscle. | Cutting the range short at the top, which leaves out the peak contraction where the calves grow. | Bending the knees mid-rep, which shifts work to the soleus only and reduces the gastrocnemius work. | Tipping forward at the hips for momentum instead of staying tall and pressing straight up.","Builds calf size and strength with a meaningful loaded stretch. | Strengthens the ankles for jumping, sprinting, and balance. | Improves push-off power for runners and athletes.","Keep the rest of your body still and move through a smooth, controlled range.",Calves,,Kettlebell,Isolation,beginner,posters/kettlebell-calf-raise.webp,kettlebell-calf-raise.mp4,Kettlebell Calf Raise,draft_requires_human_review,
kettlebell-curl,Kettlebell Curl,Curl,A standing bicep curl performed with a kettlebell.,"Stand tall with your feet hip-width apart, holding a kettlebell in each hand by the handle, palms facing forward. | Let the bells hang naturally below your wrists with your arms fully extended at your sides. | Brace your core and keep your elbows pinned to your ribs throughout the rep. | Curl both kettlebells up toward your shoulders by bending only at the elbows. | Squeeze the biceps hard at the top with the bells stacked over the wrists for a clean contraction. | Lower the kettlebells slowly back to full arm extension over 2 to 3 seconds, then start the next rep.","Letting the wrists bend back under the weight, which can increase stress on the wrist joints and shortens the curl. | Swinging the torso to start the rep, which uses momentum instead of bicep strength. | Letting the elbows drift forward at the top, which removes the biceps from the lift. | Cutting the range short by stopping before full extension, missing the deeper part of the bicep stretch.",Builds bicep strength and size with extra grip and forearm load. | Reinforces wrist control under an off-center weight. | Adds a fresh stimulus to a routine that's grown used to dumbbells.,"Keep the rest of your body still and move through a smooth, controlled range.",Biceps,,Kettlebell,Isolation,beginner,posters/kettlebell-curl.webp,kettlebell-curl.mp4,Kettlebell Curl,draft_requires_human_review,marketing_or_hype_language
kettlebell-farmers-carry,Kettlebell Farmers Carry,Farmers Carry | Farmer's Carry | Loaded Carry,A heavy walking carry with kettlebells in each hand.,"Set two heavy kettlebells on the floor at your sides, just outside your feet. | Hinge down to grip both handles with a strong, full-fist grip and a neutral spine. | Stand up by pushing through your heels and locking out your hips and knees at the top. | Pull your shoulders down and back to stand tall with the kettlebells hanging at your sides. | Walk forward with short, controlled steps, keeping your core braced and ribs stacked over hips. | Walk for the target distance or time, then hinge to set the kettlebells down with control.","Slumping the shoulders forward under the load, which can increase demand on the upper back and reduces grip endurance. | Swinging the kettlebells with each step, which wastes energy and breaks the bracing pattern. | Holding your breath through the carry, which can make the effort harder to control and shortens the working set. | Setting the kettlebells down by collapsing the spine instead of hinging cleanly to the floor.","Builds grip strength for pulls, deadlifts, and daily life. | Reinforces upright posture and full-core bracing under load. | Trains the traps, forearms, and shoulders in a single carry.","Stand tall, brace your trunk, and take short, controlled steps.",Forearms,,Kettlebell,Carry,beginner,posters/kettlebell-farmers-carry.webp,kettlebell-farmers-carry.mp4,Kettlebell Farmers Carry,draft_requires_human_review,
kettlebell-front-raise,Kettlebell Front Raise,Front Raise,A controlled front raise with a kettlebell.,"Stand tall with your feet hip-width apart, holding a kettlebell by the horns with both hands. | Let the kettlebell hang in front of your hips with your arms straight and shoulders pulled down and back. | Brace your core to lock the torso in place so it can't swing or arch through the rep. | Raise the kettlebell straight out in front of you by lifting through the front shoulders only. | Stop when the kettlebell reaches roughly eye level with your arms straight and elbows soft. | Lower the kettlebell slowly back to the start over 2 to 3 seconds, then begin the next rep.","Swinging the torso to start the rep, which uses momentum instead of front-delt strength. | Lifting the kettlebell too high overhead, which shifts work to the traps and out of the front delts. | Bending the elbows mid-rep, which turns the raise into a partial curl and reduces shoulder isolation. | Letting the lower back arch to help lift, which can increase stress on the spine and removes the brace.","Builds the front delts directly for shoulder shape and pressing strength. | Reinforces controlled, no-swing shoulder mechanics. | Improves shoulder stability and bracing under a centered load.","Keep the rest of your body still and move through a smooth, controlled range.",Shoulders,,Kettlebell,Isolation,beginner,posters/kettlebell-front-raise.webp,kettlebell-front-raise.mp4,Kettlebell Front Raise,draft_requires_human_review,
kettlebell-goblet-curl,Kettlebell Goblet Curl,Goblet Curl,A two-handed bicep curl performed with a single kettlebell.,"Stand tall with your feet hip-width apart, holding a single kettlebell by the horns with both hands. | Let the kettlebell hang in front of your hips with your arms straight and elbows pinned to your ribs. | Brace your core to lock your torso so it doesn't swing or rock through the rep. | Curl the kettlebell up toward your chest by bending both elbows together in a smooth motion. | Squeeze your biceps hard at the top with the kettlebell at chest height, holding briefly for the contraction. | Lower the kettlebell slowly back to full arm extension over 2 to 3 seconds, then start the next rep.","Swinging the torso to lift the kettlebell, which uses momentum instead of bicep strength. | Letting the elbows drift forward at the top, which removes the biceps from the lift. | Cutting the range short by stopping before full extension, missing the bottom stretch of the curl. | Letting the wrists bend back under the load, which can increase stress on the wrist joints and weakens the contraction.","Builds bicep strength and size with a single piece of equipment. | Allows heavier loading for users with only one kettlebell. | Reinforces strict, no-swing curl mechanics with both arms working together.","Keep the rest of your body still and move through a smooth, controlled range.",Biceps,,Kettlebell,Isolation,beginner,posters/kettlebell-goblet-curl.webp,kettlebell-goblet-curl.mp4,Kettlebell Goblet Curl,draft_requires_human_review,
kettlebell-gorilla-row,Kettlebell Gorilla Row,Gorilla Row,An alternating two-kettlebell row from a wide stance that hammers the lats and biceps with constant tension.,"Stand over two kettlebells with feet wider than shoulder width and toes turned slightly out. | Hinge at the hips and grip both handles with a flat back, chest proud, and arms hanging straight down. | Brace your core and row the right kettlebell to your hip, keeping the elbow close to the ribs. | Lower the right bell back to the floor under control while keeping the left arm long and loaded. | Row the left kettlebell to your hip with the same tight elbow path, fighting any rotation in the torso. | Continue alternating sides for the full set, keeping the hips square and the back flat throughout.","Rotating the torso to throw the kettlebell up instead of pulling cleanly with the back. | Letting the elbow flare wide, which shifts the load off the lats and onto the rear shoulders. | Rounding the lower back at the bottom of each rep, which can increase stress on the spine under load. | Yanking the bell off the floor with the arm instead of pulling with the lat and mid-back.",Builds lat and biceps thickness with heavy bilateral loading. | Trains anti-rotation strength through the core every single rep. | Reinforces a strong hip hinge under sustained kettlebell load.,Keep your ribs controlled and lead the movement with your elbows.,Back,Biceps,Kettlebell,Pull,intermediate,posters/kettlebell-gorilla-row.webp,kettlebell-gorilla-row.mp4,Kettlebell Gorilla Row,draft_requires_human_review,
kettlebell-hip-thrust,Kettlebell Hip Thrust,Hip Thrust,A bench-supported hip thrust loaded with a kettlebell on the hips.,"Sit on the floor with your upper back against a sturdy bench and a kettlebell resting on your hips. | Plant your feet shoulder-width apart, knees bent, with your shins close to vertical at the top of the rep. | Brace your core and drive through your heels to lift your hips up toward the ceiling. | Squeeze your glutes hard at the top, with your torso and thighs forming a straight line. | Lower your hips slowly back toward the floor, keeping tension on the glutes the whole way down. | Tap the floor lightly with your hips and drive back up for the next rep without losing position.","Pushing the hips up by overarching the lower back instead of driving through the glutes. | Letting the knees cave inward at lockout, which shifts load off the glutes and onto the joints. | Stopping short of full hip extension, which leaves the strongest part of the rep on the table. | Resting the kettlebell on the stomach rather than the hip crease, which limits how high the hips can travel.",Builds glute size and strength through a full hip extension range. | Trains lockout power that carries over to deadlifts and sprinting. | Loads the glutes directly without stressing the lower back.,"Push your hips back, keep the load close, and move through a range you can control.",Glutes,,Kettlebell,Hinge,beginner,posters/kettlebell-hip-thrust.webp,kettlebell-hip-thrust.mp4,Kettlebell Hip Thrust,draft_requires_human_review,
kettlebell-incline-bench-press,Kettlebell Incline Bench Press,Incline Bench Press,"An incline press with two kettlebells that builds the upper chest, front shoulders, and triceps with a deep, joint-friendly groove.","Set an adjustable bench to a 30 to 45 degree incline and sit with a kettlebell in each hand on your thighs. | Lie back and use your knees to kick the kettlebells up to the rack position at your shoulders. | Pull your shoulder blades back and down into the bench and brace your core before pressing. | Press both kettlebells up and slightly together until the arms are extended over the upper chest. | Lower the bells slowly back to the rack position with elbows tracking at about 45 degrees from the torso. | Pause briefly at the bottom with the chest stretched, then press back up for the next rep.","Letting the elbows flare straight out to the sides, which can increase stress at the front of the shoulder. | Pressing the kettlebells with wrists bent backward instead of stacked over the forearm. | Bouncing the bells off the shoulders instead of controlling the bottom of each rep. | Lifting the hips off the bench to leverage the press, which kills the upper-chest stretch.","Builds upper-chest size with a longer, more natural range of motion. | Strengthens the front shoulders and triceps in the pressing pattern. | Spares the wrists and shoulders compared to a fixed-bar incline press.","Set your shoulders, brace your trunk, and press through a controlled path.",Chest,Shoulders | Triceps,Kettlebell,Push,beginner,posters/kettlebell-incline-bench-press.webp,kettlebell-incline-bench-press.mp4,Kettlebell Incline Bench Press,draft_requires_human_review,
kettlebell-push-press,Kettlebell Push Press,Push Press,"A leg-driven overhead press with the kettlebell racked at the shoulder, training the shoulders and triceps with athletic power.","Stand with feet shoulder-width apart and clean a kettlebell to the rack position at your shoulder. | Brace your core and dip slightly at the knees and hips, keeping your torso vertical. | Drive explosively through your heels to extend the legs and launch the kettlebell upward. | Press the bell to full lockout overhead with the bicep alongside your ear and the wrist stacked. | Lower the kettlebell back to the rack position under control, absorbing with a soft knee bend. | Reset your stance and brace, then dip and drive again for the next rep.","Turning the dip into a deep squat instead of a short, fast drop and drive. | Pressing with the arm before the leg drive transfers, which kills the power assist. | Letting the wrist bend backward at lockout, which loads the joint instead of the shoulder. | Leaning back into the lower spine to finish the press instead of pressing straight up overhead.",Builds overhead pressing strength heavier than a strict press allows. | Trains explosive leg-to-arm power transfer for athletic carryover. | Develops shoulder and triceps size under sustained kettlebell loading.,"Set your shoulders, brace your trunk, and press through a controlled path.",Shoulders,Shoulders | Triceps,Kettlebell,Push,beginner,posters/kettlebell-push-press.webp,kettlebell-push-press.mp4,Kettlebell Push Press,draft_requires_human_review,
kettlebell-romanian-deadlift,Kettlebell Romanian Deadlift,Romanian Deadlift | RDL,"A kettlebell hinge that loads the hamstrings, glutes, and lower back through a slow, controlled stretch.","Stand with feet hip-width apart and hold a kettlebell with both hands in front of your thighs. | Pull your shoulder blades back and brace your core to lock the spine in a neutral position. | Push your hips back and let the kettlebell travel down the front of your legs with a slight knee bend. | Lower the bell until you feel a deep stretch in the hamstrings, usually around mid-shin. | Drive your hips forward to stand back up, keeping the kettlebell close to your body the whole way. | Squeeze your glutes hard at the top and reset your brace before the next rep.","Turning the lift into a squat by bending the knees instead of pushing the hips back. | Rounding the lower back as the kettlebell lowers, which loads the spine instead of the hamstrings. | Letting the kettlebell drift away from the body, which pulls the lifter forward and increases demand on the back. | Hyperextending the lower back at lockout instead of standing tall with squeezed glutes.",Builds hamstring and glute strength through a deep loaded stretch. | Teaches the hip hinge pattern that underpins every deadlift variation. | Strengthens the lower back's role as a stabilizer under load.,"Push your hips back, keep the load close, and move through a range you can control.",Glutes | Hamstrings,Core,Kettlebell,Hinge,beginner,posters/kettlebell-romanian-deadlift.webp,kettlebell-romanian-deadlift.mp4,Kettlebell Romanian Deadlift,draft_requires_human_review,
kettlebell-row,Kettlebell Row,Row,A bent-over two-kettlebell row that builds the lats and biceps in a horizontal pull pattern.,"Stand with feet shoulder-width apart and a kettlebell on the floor outside each foot. | Hinge at the hips with a flat back and grip both handles, letting the bells hang from straight arms. | Brace your core and pull both kettlebells up toward your lower ribs, leading with the elbows. | Squeeze your shoulder blades together at the top and keep the elbows tucked close to your sides. | Lower the bells slowly back toward the floor, fighting the descent for the full range. | Repeat for the full set without losing the hinge position or rocking the torso for momentum.","Standing more upright as the set goes on, which turns the row into a shrug. | Yanking the bells up with arm-only effort instead of pulling with the back. | Letting the elbows flare wide, which shifts work off the lats and onto the rear shoulders. | Rounding the lower back at the bottom, which loads the spine instead of the back muscles.","Builds lat and biceps size with a deep, unrestricted range of motion. | Trains the horizontal pull pattern that balances out pressing work. | Strengthens the lower back and core's role in holding the hinge under load.",Keep your ribs controlled and lead the movement with your elbows.,Back,Biceps,Kettlebell,Pull,beginner,posters/kettlebell-row.webp,kettlebell-row.mp4,Kettlebell Row,draft_requires_human_review,
kettlebell-row-single,Kettlebell Row (Single),kettlebell row single | Row (Single),"A staggered-stance kettlebell row that loads the mid-back, lats, and biceps one side at a time.","Stand with one foot forward in a short stagger and a kettlebell on the floor next to the back leg. | Hinge at the hips and rest your non-working hand on the front thigh for support, keeping a flat back. | Grip the kettlebell with the working hand and let the arm hang straight down with the bell loaded. | Brace your core and row the kettlebell up to your hip, leading with the elbow close to the ribs. | Squeeze your mid-back at the top, then lower the bell slowly back toward the floor under control. | Finish all reps on one side, then switch stance and arms and repeat on the other side.","Twisting the torso open to throw the kettlebell up instead of staying square to the floor. | Letting the elbow flare wide, which loads the rear shoulder instead of the mid-back and lats. | Rounding the lower back when the bell is on the floor, which can increase stress on the spine. | Pulling with the biceps only and skipping the shoulder-blade squeeze at the top of the rep.","Builds mid-back and lat size one side at a time, exposing weak sides. | Trains anti-rotation strength through the trunk on every rep. | Requires only one kettlebell, making it ideal for minimal-equipment setups.",Keep your ribs controlled and lead the movement with your elbows.,Trapezius | Back,Biceps,Kettlebell,Pull,beginner,posters/kettlebell-row-single.webp,kettlebell-row-single.mp4,Kettlebell Row (Single),draft_requires_human_review,
kettlebell-seated-overhead-press,Kettlebell Seated Overhead Press,Seated Overhead Press,A strict seated press with two kettlebells that isolates the shoulders and triceps without leg drive.,"Sit on a bench with back support and a kettlebell in each hand, racked at your shoulders. | Plant your feet flat on the floor and brace your core to lock the torso in place. | Press both kettlebells straight up overhead until the arms are fully extended. | Finish with the wrists stacked over the elbows and the bells resting on the back of the forearms. | Lower the bells slowly back to the rack position with elbows tracking forward, not flaring wide. | Pause briefly at the bottom, reset the brace, and press again for the next rep.","Arching the lower back to leverage the press instead of staying braced and vertical. | Letting the wrists bend backward at lockout, which can increase stress around the joint. | Pressing the bells out in front of the head instead of straight up over the shoulders. | Bouncing the kettlebells off the shoulders at the bottom instead of pausing under control.","Builds strict shoulder and triceps strength without help from the legs. | Develops shoulder size through a long, loaded overhead range. | Reinforces a vertical press path that protects the lower back.","Set your shoulders, brace your trunk, and press through a controlled path.",Shoulders,Triceps,Kettlebell,Push,beginner,posters/kettlebell-seated-overhead-press.webp,kettlebell-seated-overhead-press.mp4,Kettlebell Seated Overhead Press,draft_requires_human_review,medical_or_rehab_claim
kettlebell-shrug,Kettlebell Shrug,Shrug,A standing shrug with two kettlebells that isolates the upper traps through a clean vertical lift.,"Stand tall with feet hip-width apart and a kettlebell in each hand hanging at your sides. | Pull your shoulder blades back and down to set a tall, neutral starting position. | Lift both shoulders straight up toward your ears without bending the elbows. | Pause briefly at the top with the traps fully contracted, keeping the chin neutral. | Lower the kettlebells slowly back to the start by letting the shoulders drop under control. | Repeat for the full set, keeping the lift purely vertical without rolling the shoulders.","Rolling the shoulders forward and back instead of lifting straight up, which stresses the joint. | Bending the elbows to pull with the biceps instead of isolating the traps. | Jutting the chin forward at the top of the shrug, which loads the neck. | Cutting the range short by barely lifting the shoulders, leaving most of the trap work undone.",Builds upper-trap size and visible neck and shoulder thickness. | Strengthens the traps' role in stabilizing heavy carries and pulls. | Supports upper-back strength and positional control and neck support for desk-bound lifters.,"Keep the rest of your body still and move through a smooth, controlled range.",Trapezius,,Kettlebell,Isolation,beginner,posters/kettlebell-shrug.webp,kettlebell-shrug.mp4,Kettlebell Shrug,draft_requires_human_review,posture_or_correction_claim
kettlebell-single-arm-row,Kettlebell Single Arm Row,Single Arm Row,"A bench-supported one-arm kettlebell row that isolates the lats and biceps with a clean, full range.","Place one knee and same-side hand on a flat bench with the opposite foot planted on the floor. | Reach down and grip a kettlebell with the working hand, letting the arm hang straight from the shoulder. | Brace your core and keep your back flat and parallel to the floor. | Row the kettlebell up to your hip, leading with the elbow and keeping it close to your ribs. | Squeeze your shoulder blade in toward the spine at the top, then lower the bell slowly back down. | Finish all reps on one side before switching positions and repeating on the other arm.","Twisting the torso open to throw the kettlebell up instead of pulling cleanly with the lat. | Letting the elbow flare wide, which loads the rear shoulder instead of the back. | Letting the shoulder shrug up at the top, swapping back work for trap involvement. | Cutting the bottom of the rep short and losing the long stretch on the lat.",Builds lat and biceps size one side at a time for balanced back development. | Allows a deeper range of motion than a standing or two-arm row. | Spares the lower back by using a bench for support under load.,Keep your ribs controlled and lead the movement with your elbows.,Back,Biceps,Kettlebell,Pull,beginner,posters/kettlebell-single-arm-row.webp,kettlebell-single-arm-row.mp4,Kettlebell Single Arm Row,draft_requires_human_review,
kettlebell-spinal-jefferson-curl,Kettlebell Spinal Jefferson Curl,Spinal Jefferson Curl,A slow segmental spinal flexion with a light kettlebell that builds end-range loaded mobility through the back.,"Stand on a sturdy box or bench holding a light kettlebell with both hands in front of your thighs. | Tuck your chin to your chest and begin rolling your spine down one vertebra at a time. | Let the kettlebell travel down toward the floor as the spine flexes through its full range. | Reach the deeper comfortable stretch with knees mostly straight, not locked out. | Reverse the motion by stacking the spine back up from the lower back to the head. | Finish standing tall with the kettlebell in front of the thighs and reset before the next rep.","Loading too heavy too soon, which turns a mobility drill into a hard-to-control lower-back position. | Bending the knees deeply to reach the floor instead of moving through the spine. | Rushing the descent instead of moving one segment at a time with control. | Skipping the slow stack-up on the way back, which is where most of the strength gain lives.","Builds loaded mobility and resilience through full spinal flexion. | Strengthens the lower back across a long, controlled range. | Improves end-range hamstring flexibility under light load.",Ease into a comfortable stretch and avoid bouncing or forcing the position.,Core,,Kettlebell,Stretch,intermediate,posters/kettlebell-spinal-jefferson-curl.webp,kettlebell-spinal-jefferson-curl.mp4,Kettlebell Spinal Jefferson Curl,draft_requires_human_review,marketing_or_hype_language
kettlebell-sumo-deadlift,Kettlebell Sumo Deadlift,Sumo Deadlift,"A wide-stance kettlebell deadlift that loads the glutes, quads, and lower back from a tall, upright torso.","Stand with feet wider than shoulder width and toes turned out about 30 degrees. | Set the kettlebell on the floor between your feet, directly under your hips. | Hinge at the hips, bend the knees, and grip the kettlebell handle with both hands. | Brace your core, lift your chest, and flatten your back into a strong starting position. | Drive through your heels to stand up tall, finishing with squeezed glutes and locked-out hips. | Lower the kettlebell back to the floor under control by hinging the hips back and bending the knees.","Letting the knees cave inward on the way up, which loads the joints instead of the glutes. | Rounding the lower back at the bottom of the lift, which can increase stress on the spine. | Pulling with the arms instead of driving the floor away with the legs. | Hyperextending the lower back at lockout instead of standing tall with squeezed glutes.",Builds glute and quad size from a beginner-friendly deadlift position. | Teaches the deadlift pattern with less stress on the lower back. | Trains full-body bracing and grip strength under load.,"Push your hips back, keep the load close, and move through a range you can control.",Glutes,Core | Quadriceps,Kettlebell,Hinge,beginner,posters/kettlebell-sumo-deadlift.webp,kettlebell-sumo-deadlift.mp4,Kettlebell Sumo Deadlift,draft_requires_human_review,
kettlebell-swing,Kettlebell Swing,Swing,The defining kettlebell exercise.,"Stand with feet shoulder-width apart and a kettlebell on the floor about a foot in front of you. | Hinge at the hips, grip the handle with both hands, and tilt the bell back toward you. | Hike the kettlebell back between your legs, keeping your back flat and arms relaxed. | Snap your hips forward explosively to launch the kettlebell up to chest height with straight arms. | Let the bell float briefly at the top, then let it fall back down and load the next hinge. | Catch the bell between your legs with a soft hinge and immediately drive into the next rep.","Squatting the bell up and down instead of hinging the hips back and snapping forward. | Lifting the kettlebell with the arms and shoulders instead of letting the hips do the work. | Rounding the lower back at the bottom, which can make the position harder to control under load under load. | Hyperextending the lower back at the top of the swing instead of finishing with squeezed glutes.","Builds explosive hip power from the glutes and hamstrings. | Trains heart-rate-spiking conditioning in short, hard sets. | Strengthens the grip, core, and lower back as a stabilizing chain.","Push your hips back, keep the load close, and move through a range you can control.",Glutes | Hamstrings,Core,Kettlebell,Hinge,intermediate,posters/kettlebell-swing.webp,kettlebell-swing.mp4,Kettlebell Swing,draft_requires_human_review,marketing_or_hype_language
kettlebell-thruster,Kettlebell Thruster,Thruster,"A two-kettlebell front squat into an overhead press that trains the legs, shoulders, and lungs in one combined movement.","Stand with feet shoulder-width apart and a kettlebell racked at each shoulder. | Brace your core and squat down by pushing your hips back and bending the knees. | Reach a depth where the thighs are parallel to the floor, keeping the chest tall and bells racked. | Drive explosively through your heels to stand back up out of the squat. | Use the leg drive to launch the kettlebells overhead and lock out at the top with arms extended. | Lower the bells back to the rack position and immediately squat into the next rep.","Pressing the kettlebells overhead before standing fully upright, which kills the leg drive. | Letting the chest collapse forward at the bottom of the squat, dumping the bells out of the rack. | Letting the knees cave inward at the bottom of the squat, which loads the joints unsafely. | Going too heavy and turning the rep into a clean-and-press instead of a fluid thruster.","Trains the legs, shoulders, and triceps in one full-body movement. | Builds conditioning and lung capacity faster than isolated lifts. | Develops explosive transfer of leg power into overhead pressing.","Set your shoulders, brace your trunk, and press through a controlled path.",Glutes | Shoulders | Quadriceps,Shoulders,Kettlebell,Push,intermediate,posters/kettlebell-thruster.webp,kettlebell-thruster.mp4,Kettlebell Thruster,draft_requires_human_review,
